city,holc_region,holc_id,holc_grade,inhabitants_pop_trend,inhabitants_occupation,inhabitants_foreign_pct_predominating,inhabitants_negro,inhabitants_infiltration,buildings_predominating_pct,buildings_type,buildings_construction,buildings_avg_age,buildings_repair,buildings_occupancy_pct,buildings_ownership_pct,buildings_1935_price_range_pct,buildings_1937_price_range_pct,buildings_1939_price_range_pct,buildings_sales_demand,buildings_price_trend,buildings_1935_rent_range_pct,buildings_1937_rent_range_pct,buildings_1939_rent_range_pct,buildings_rental_demand,buildings_rental_trend,buildings_constructed_past_yr,buildings_overhang_holc,buildings_overhang_institutions,buildings_sales_yrs,buildings_sales_holc,buildings_sales_institutions,mortgage_avial,tax_rate_yr,tax_rate_per_1000,area_description,name_location_grade_number,note
Los Angeles,Los Angeles County,C102,C,N/A N/A Yes,"Semi-skilled artisans, white-collar workers and laborers. Income $1000-$1500",5 Italians and Mexicans,0,Potential infiltration of subversive elements.,80 N/A,4-5 room bungalows 4 room duplexes 15%,Stucco and frame Stucco,15 years 12 years,Fair Fair,95% 90%,50% 35%,2250-3250 3500-5000,2500-3500 15 3750-5250 15,1939 2500-3500 - 3750-5250 -,Fair Fair,Static Static,20-30 20-30,25-35 N/A 20-35 per unit N/A,"1939 25-35 N/A 20-35 "" "" N/A",Fair Fair,Stable Static,6 4 room bungalow $3000-$3250 $5000-$6000 duplex Owner built,2,Few,3,8,Many,Limited and selective,9,52.7,"Terrain: Level. No construction hazards. Land improved 95%. Zoning is mixed but improvements are predominantly single-family dwellings. Conveniences are all readily available. This area is approximately 20 years old, and has developed without apparent direction. High percent of land improvement has precluded any recent activity. Construction is generally substandard and maintenance is spotted and only fair at best. Population is heterogeneous, and there is a distinct threat of infiltration of subversive racial elements, as well as business and industry. There are several bungalow courts and a number of other cheaper grade multi-family structures. Lots are substandard in size and give district a crowded aspect. Proximity to industrial employment is a favorable factor. This area is thought to be on the verge of becoming blighted and is accorded a “low yellow” grade.",Hyde Park North 3rd - C-102 3/16/39,Caution: This area is currently affected in whole or in part by an Ad valorem Tax District. Indivual properties should be checked for this hazard.
Los Angeles,Los Angeles County,C103,C,N/A N/A Yes,"Local professional and business men, white-collar workers and skilled artisans. Income $1500-$2400",Few None subversive,0,None apparent,90 10,4 to 6 rooms N/A,Stucco 5 rm. duplexes and bungalow courts,10 years N/A,Fair to good N/A,98% N/A,70% N/A,2500-4500 N/A,2750-4750 N/A N/A N/A,1939 2750-4750 N/A N/A N/A,Fair N/A,Static N/A,25-40 N/A,27.50-45.00 N/A N/A N/A,1939 27.50-45.00 N/A N/A N/A,Fair to good N/A,Static N/A,12 5 rooms $4000-$4500 Owner built,1,Few,3,9,Many,Limited,7-1938,52.7,"Terrain: Level. No construction hazards. Land improved 90%. Zoning is mixed but improvements are predominantly single-family dwellings. Conveniences are all readily available. This subdivision was placed on the market over 20 years ago and its development was rapid for a number of years. The area suffered greatly during the depression and foreclosures were numerous. Properties, however, sold readily and there is comparatively little overhang at present. Construction and maintenance are of good quality. Lots are substandard in size and give the area an overcrowded aspect. Improvements are of somewhat better grade east of Cimarron St., but this is offset by the section’s proximity to industry and business. There is an increasing number of multi-family structures including some bungalow courts scattered throughout the area, and this is thought to indicate the future trend of the district. Decline of area will continue to be gradual and it is assigned a “medial yellow” grade.",Inglewood 3rd C-103 3/16/39,Caution: This area is currently affected in whole or in part by an Ad valorem Tax District. Indivual properties should be checked for this hazard.
Los Angeles,Los Angeles County,C104,C,Moderately N/A N/A,"Professional men, white collar workers, minor oil field officials. Income $2500-$3600",0 --,0,None apparent,95 N/A,6 rooms N/A,Stucco N/A,2 years N/A,Good N/A,100% (new improvements expected) N/A,95% N/A,New area N/A,4675-5300 N/A N/A N/A,1939 4675-5300 N/A N/A N/A,Weak N/A,Static N/A,Not a rental area N/A,N/A N/A N/A N/A,N/A N/A N/A N/A N/A,-- N/A,-- N/A,15 6 rooms $4675-$5300 Slowly,0,0,3,0,0,Ample (FHA),7-1938,42.4,"Terrain: Rolling with no construction hazards. Land improved 10%. Deed restrictions govern improvements, provide uniform “setbacks” and protect against subversive racial hazards. Conveniences are all inadequate as yet. Man unimproved streets. This area is an adjunct of Loyola College, a Catholic institution which was founded or moved to this neighborhood about 5 years ago. It is located in the midst of farm lands and is as yet an integrated community. Its growth, however, will be largely dependent upon that of the college. Construction and maintenance of the few improvements which have been built are of good character, and the occupants are homogeneous. The area is accorded a provisional “hatched yellow” grade.",University City Hatched 3rd C-104 5/10/39,
Los Angeles,Los Angeles County,C105,C,Slowly N/A N/A,"White collar, factory and oil well workers, skilled artisans, aircraft mechanics, etc. Income $1200-$2400",0 --,0,Encroachment of industry and business in parts.,90 10,4 and 5 rooms Multi-family,"Frame and stucco Bungalow courts, etc.",15 years N/A,Fair N/A,98% N/A,75% N/A,1750-3000 N/A,2000-3250 N/A N/A N/A,1939 2000-3250 N/A N/A N/A,Slow N/A,Static N/A,15-20 N/A,17.50-25.00 N/A N/A N/A,1939 17.50-25.00 N/A N/A N/A,Good N/A,Static N/A,40 5 room stucco $4000-$4250 Moderately,1,Few,3,6,Many,Limited,7-1938,54.4,"Terrain: Level. No construction hazards. Land improved 65%. Zoning is mixed, but it is predominantly single-family residential. Conveniences are all reasonably available. Public improvements are of good character. This is an old residential district largely populated by working people. The area was more or less dormant for a number of years, but since the advent of FHA Title II financing a moderate amount of building has taken place. Construction ranges from substandard to low grade standard quality. Maintenance is very spotted and is only fair at best. Architectural designs are not appealing, setbacks are not uniform, and single-family improvements are mixed with duplexes and bungalow courts, all of which give the district a crowded and heterogeneous aspect. North of Manchester Blvd. transition to business and income development is noticeable. Regardless of all these derogatory factors the area is a popular one and new improvements of the past several years have done much to tone it up, and it is thought that further decline will be a slow process. The area is therefore accorded a “medial yellow” grade.",Inglewood 3rd C-105 3/17/39,Caution: This area is currently affected in whole or in part by an Ad valorem Tax District. Indivual properties should be checked for this hazard.
Los Angeles,Los Angeles County,C106,C,Slowly N/A N/A,"Small business and professional men, white collar and factory workers. Income $1500-$2500",0 --,0,Encroachment of business and income structures. ,85 15,6 to 8 rooms 5 room bungalows 10%,Frame and stucco Multi-family structures 5%,20 years N/A,Fair N/A,97% N/A,55% N/A,3500-4500 N/A,4000-5000 N/A N/A N/A,1939 3750-4750 N/A N/A N/A,Poor N/A,Static N/A,27.50-40.00 N/A,32.50-45.00 N/A N/A N/A,1939 30.00-42.50 N/A N/A N/A,Fair to good N/A,Static N/A,30 5-6 rooms $4500-$5750 Moderately,0,Few,3,0,Many,Limited,7-1938,54.4,"Terrain: Level to rolling. No construction hazards. Land improved 85%. Deed restrictions have expired and zoning is mixed, although predominantly single-family residential. Conveniences are all readily available. Public improvements are of good character. This is an old area and was at one time the best residential section of Inglewood. There are still some original owners in the area whose maintenance shows high pride of ownership, but they are rapidly dwindling. Mortgage institutions report a high percent of repossession and losses during the depression period. The area was dormant until the advent of FHA Title II financing, since which time there has been a number of new modern 5 and 6 room dwellings built, largely along Manchester Ave. Old construction was largely of high standard quality but maintenance, except in cases of original ownership, has been only fair. Conversion of large old single-family dwellings to multiples is noticeable, and encroachment of bungalow courts and other income structures is noteworthy. Proximity to Inglewood Park Cemetery, Hollywood Race Track and small oil field, all to the east, and business expansion along Market St. to the west, are all detrimental influences. New single-family improvements have been too confined to be of any great benefit, and it is thought decline in this area will be rapid. It is therefore accorded a “low yellow” grade.",Inglewood 3rd - C-106 3/17/39,Caution: This area is currently affected in whole or in part by an Ad valorem Tax District. Indivual properties should be checked for this hazard.
Los Angeles,Los Angeles County,C107,C,Moderately N/A N/A,"Local business and professional men, white-collar workers, laborers and WPA workers. Income $700-$2000",Few May be few Japs and Mexicans on border of area.,0,None apparent,95 N/A,"4, 5, and 6 rooms N/A",Frame (few stucco) N/A,12 years N/A,Fair N/A,98% N/A,50% N/A,1750-3000 N/A,2000-3750 N/A N/A N/A,1939 2000-3750 N/A N/A N/A,Fair N/A,Static N/A,15-25 N/A,17.50-30.00 N/A N/A N/A,1939 17.50-30.00 N/A N/A N/A,Good N/A,Static N/A,50 4 to 6 rooms $2250-$4500 Moderately,4,Few,3,33,Few,Ample FHA limited otherwise,7-1938,52.38,"Terrain: Level with no construction hazards. Land improved 40%. Zoning very mixed and subject to constant change, usually single-family. Conveniences are all available, schools being particularly good and well placed. Development of area, which began over 25 years ago, has never been impressive, growth having been sketchy and intermittent, being similar to many farming communities in this respect. Population, improvements and maintenance are all highly heterogeneous. Improvements are practically all single-family frame bungalows. Twenty-six of the new improvements are located south of Imperial between Cherry and Yukon and were financed under FHA Title I. There are many Mexican and Japanese farm laborers in adjacent territory, whose children attend the city schools, and this is considered a detrimental influence. The community is poorly regarded by realtors and mortgage institutions, and many of them will not make commitments there. However, the town is quite evidently on the upgrade, recent construction being of distinctly better quality and design than the older dwellings. The area is therefore accorded a “low yellow” grade.",Hawthorne 3rd - C-107 3/17/39,Caution: This area is currently affected in whole or in part by an Ad valorem Tax District. Indivual properties should be checked for this hazard.
Los Angeles,Los Angeles County,C108,C,Moderately N/A N/A,"Local professional and business men. Oil well and refinery employees, from workers to superintendents. Income $1500-$3000",0 --,0,None apparent,95 N/A,4 to 6 room dwellings N/A,Frame and stucco N/A,15 years N/A,Fair to good N/A,99% N/A,50% N/A,2500-4000 N/A,2750-4250 10 N/A N/A,1939 3000-5000 N/A N/A N/A,Fair N/A,Static N/A,20.00-30.00 N/A,22.50-35.00 N/A N/A N/A,1939 25.00-40.00 N/A N/A N/A,Good N/A,Static N/A,8 5 room stucco $4500-$5000 Owner built,2,Few,3,4,Few,Ample (FHA),7-1938,42.4,"Terrain: Level to rolling; no construction hazards. Land improved 65%. Deed restrictions are said to exist and to govern improvements and “setbacks”, and to provide protection against racial hazards. Zoning conforms to deed restrictions. Conveniences are all readily available and schools are outstanding. Public improvements are of good character. This is a typical “company” community, largely owned and control by the Standard Oil Co. of California, which is noted for its employee relation policies. The town’s development was coincident with the building of the modern refinery plant about 25 years ago. Originally, dwellings were largely built and owned by the company but, consistent with the policy of encouraging employees to live near its industrial activities, home ownership has gradually increased. The community suffered but little from “depression ills”, nor has it been greatly influenced by past depression building activity, although it is approved territory for FHA financing. The business district, which contains many establishments owned by nationally known concerns, is a model for neatness and upkeep. Improvements are very generally 4 to 6 room dwellings of good standard construction with high quality maintenance. Architectural designs are pleasing and population is homogeneous. Derogatory influences are adjacency to oil wells, refinery and tank farms. The beach is defiled by a large outfall sewer and oil tanker docks and loading facilities. Owing to detrimental factors named and poor prospects for future growth the area is accorded a “high yellow” grade.",El Segundo 3rd + C-108 3/21/39,
Los Angeles,Los Angeles County,C109,C,Rapidly N/A N/A,"Business and professional men, minor executives and white collar workers. Income $1800-$3000",0 N/A,0,of American Jewish families accounts for 15% of population,65 35,"5-6 room bungalows Duplex, 4-family",Stucco Stucco,10 years 10 years,Good Good,98% 93%,80% 15%,4000-5000 7000 and up,4500-5500 N/A 8500 and up N/A,1939 4500-5500 N/A 8500 and up N/A,Good Good,Static Static,35-45 40-50 per unit,"40-50 N/A 45-55 "" "" N/A","1939 40-50 N/A 50-60 "" "" N/A",Good Good,Static Static to down,100 5-7 room stucco $5000-$7500 Readily,2,Few,3,8,Few,Ample,9,52.7,"Terrain: Level, to rolling, with no construction hazards. Land improved 75%. Deed restrictions, covering considerable part of area, governs improvements and protects against racial hazards. Zoning is mixed, but largely single-family residential. Conveniences are all readily available but transportation is by bus and constitutes something of a problem. Development started in this area between 15 and 20 years ago and its growth has been a steady one, with greatly increased activity in the past 3 years, covering both single and multiple family structures, which have been largely financed through FHA loans. Construction is of good standard quality. Maintenance indicates pride of occupancy. Architectural designs, particularly of new improvements, including both single and multi-family dwellings, are of appealing character. Population is inclined to be heterogeneous. Location is a logical one. Lot values range from $25 per front foot. Proximity to country clubs and higher grade area are favorable factors. Improvements east of Robertson Blvd. average smaller and older but are still desirable. The area is well considered by realtors and lending agencies and, were it not for mixture of single and multi-family dwellings, would be entitled to a better grade than the “high yellow” assigned.",Robertson-Airdrome 3rd + C-109 3/13/39,
Los Angeles,Los Angeles County,C110,C,N/A N/A Yes,"Professional and business people, skilled artisans, studio mechanics and technicians. Income $1200-$2400",5 Italians - not considered subersive,0,of American Jewish families is noticeable.,65 35,5-room bungalows 2 and 3 room shacks 5%,Frame - some stucco 4-room bungalows 10%,20 years 6 or more rooms 10%,Poor to fair Multi-family 10%,98% N/A,75% N/A,2500-3000 N/A,2750-3250 10 N/A N/A,1939 2750-3250 N/A N/A N/A,Good for new only. Old will sell only at a price. N/A,Downward N/A,25-30 N/A,30-35 15 N/A N/A,1939 30-35 N/A N/A N/A,Good rent area N/A,Static N/A,35 5 room bungalows $4000-$4500 Moderately,2,Few,3,1,Few,Limited except FHA,9,52.7,"Terrain: Level; no construction hazards. Land improved 80%. Zoning is mixed, but largely single family residential. Schools, churches and trading centers conveniently available, but transportation only fairly so. Many dead-end and some unimproved streets. This area is between 30 and 40 years old and has never been a popular district. It has probably seen its greatest activity in the past 5 years due to the stimulus provided by FHA financing. Construction ranges from “shack” to standard. Maintenance is spotted and at best is only fair. Population and improvements are heterogeneous. Lot values run from $10 to $12 per front foot. Proximity to motion picture studios and nearby active area are favorable factors. This is appeal to the location and platting is poor. This is an inactive district with a limited future and is accorded a “low yellow” grade.",Palms Section 3rd - C-110 3/13/39,Caution: This area is currently affected in whole or in part by an Ad valorem Tax District. Indivual properties should be checked for this hazard.
Los Angeles,Los Angeles County,C111,C,Moderately N/A N/A,"Business and professional people, white collar workers, skilled artisans, etc. Income $1500-$2400",Few None subversive,0,None apparent,80 20,"5-room bungalows Bungalow courts, duplexes and larger residential income structures.",Stucco N/A,10 years N/A,Fair N/A,98% N/A,65% N/A,3000-3500 N/A,3250-4000 N/A N/A N/A,1939 3500-4250 N/A N/A N/A,Fair to good N/A,Static N/A,25-30 N/A,30-35 N/A N/A N/A,1939 30-35 N/A N/A N/A,Good N/A,Steady N/A,75 5 room stucco $4500-$5000 Moderately,2,Few,3,5,Few,Ample,7-1938,52.7,"Terrain: Level; no construction hazards. Land improved 75%. Deed restrictions limit improvements to single-family dwellings and protect against racial hazards. (The provision relative to type of improvement seems to have been honored in the breach rather than in performance, as 20% of improvements are of multi-family types.) Conveniences are all available, but with the exception of school and trading center, they are not readily so. This subdivision was placed on the market some 15 years ago, but its greatest activity has been in the last 5 year period largely under stimulus of FHA financing. There has been a great deal of speculative building and this, together with a rather large spread in age, is responsible for the mixed quality of construction, which ranges from substandard plus to standard plus. There is, however, no evidence of “jerry building”. Maintenance is spotted and will average only fair. Both population and improvements are inclined to heterogeneity. Architectural designs of new improvements are of good quality, but such improvements lose much of this appeal by being mixed in with older structures, making a rather inharmonious whole. Lot values are around $18 per front foot. The area is more or less hedged in by business and industry and a large milk distributing plant adjoins it on the north. The area is accorded a “medial yellow” grade.",Robertson-Adams 3rd C-111 3/13/39,
Los Angeles,Los Angeles County,C112,C,Moderately N/A N/A,"Studio employees, technicians, etc., skilled and unskilled labor. Income $1200-$2000",Few Mexicans - No concentration,0,or more Mexicans a threat but not serious,80 20,5-6 room bungalows 2 and 4 family dwellings Some 4-room bungalows,Frame and stucco N/A,15 years N/A,Fair to good N/A,99% N/A,65% N/A,2500-3250 N/A,3000-3600 N/A N/A N/A,1939 3000-3600 N/A N/A N/A,Fair to good for new - Slow on old N/A,Static N/A,35-45 N/A,35-45 N/A N/A N/A,1939 35-45 N/A N/A N/A,Good N/A,Stable N/A,15 5-6 room stucco $4250-$5500 Owner built,1,Many,3,4,Many,Ample,9,52.14,"Terrain: Low lying level. Drainage problem causes slight construction hazard. Land improved 80%. Deed restrictions covering part of area provide for minimum of 100 sq. ft. dwellings and protect against racial hazards. Zoning is mixed, generally single family. Conveniences are all available but not readily so. This are is between 25 and 30 years old. Never been popular district. Some 4 room FHA Title I improvements. Elimination of an ad valorem bond issue two or three years ago has had slightly stimulating effect. Lot values are low, being from $10 to $15 per front foot. Construction is inclined to be substandard. Maintenance is somewhat spotted but generally good. Heterogeneous population and improvements. Location is unattractive detrimentally affected by proximity to industry and business districts (Which contain a number of Mexican families) and oil wells one half mile southeast. Improvements along Madison Ave. are of slightly better grade. The stage is set for a rapid decline in this area, and it is accorded a “low yellow” grade.",Culver City 3rd - C-112 3/13/39,Caution: This area is currently affected in whole or in part by an Ad valorem Tax District. Indivual properties should be checked for this hazard.
Los Angeles,Los Angeles County,C113,C,Moderately N/A N/A,"Business and professional men, motion picture employees, white collar workers, etc. Income $1500-$2400",Few Possibly few Mexican families in adjacent business and industry districts,N/A,of Mexicans not believed to constitute serious threat.,80 10,5-room bungalows 4 rooms,Frame and stucco Small multi-family 1-%,10 years N/A,Fair N/A,98% N/A,75% N/A,2750-3000 N/A,2750-3000 N/A N/A N/A,1939 3000-3500 N/A N/A N/A,Fair N/A,Static to down N/A,25-30 N/A,30-35 N/A N/A N/A,1939 30-35 N/A N/A N/A,Good N/A,Stable N/A,75 5 room bungalows $4000-$4500 Moderately,0,Few,3,0,Few,Ample - FHA,7-1938,47.9,"Terrain: Level. Some adobe soil constitutes slight construction hazard. Land improved 60%. Deed restrictions in part of area are of poor quality but provide protection form racial hazards. Zoning is mixed, but generally single-family residential. Conveniences are all readily available. This area was placed on the market between 15 and 20 years ago but developed slowly until 4 or 5 years ago. Since the advent of FHA financing the area has been quite active. Construction is inclined to below grade standard to substandard. Maintenance is spotted but generally fair. Population and improvements, while not wholly heterogeneous, do not give the impression of harmony. Lot values range from $10 to $15 per front foot, most homesites occupying 50 feet. Parts of the area are engulfed by business and industry. This is both a favorable and detrimental influence. Proximity to two motion picture studios, undoubtedly furnishing a large percent of employment in the district. The area is accorded a “medial yellow” grade.",East Culver City 3rd C-113 3/13/39,Caution: This area is currently affected in whole or in part by an Ad valorem Tax District. Indivual properties should be checked for this hazard.
Los Angeles,Los Angeles County,C114,C,Slowly N/A N/A,"Professional and business men, white collar workers, skilled artisans, etc. Income $1500-$3000 and up",0 N/A,0,Definite trend to larger type multiple income,70 15,10 to 12 rooms 7-8-9 rooms,Frame Apts. and multi-family 15%,30 years N/A,Poor to fair N/A,95% N/A,30% N/A,5000-8000 N/A,6000-9000 N/A N/A N/A,1939 6000-9000 N/A N/A N/A,Poor N/A,Down N/A,50-80 N/A,60-90 N/A N/A N/A,1939 60-90 N/A N/A N/A,Fair N/A,Static N/A,"8 Apt. houses and multi-family $12,500-$55,000 Fair",3,Few,3,9,Few,Limited,7-1938,52.8,"Terrain: Level – favorable grades – no construction hazards. Land improved 90%. Zoning: Unlimited residential. All conveniences readily available. This area, whose development began over 35 years ago, was at one time an exclusive residential district; however, many of large old dwellings have now been converted into multi-family and boarding house uses. Some are still in original ownership and are well maintained. Area is rapidly becoming medium class moderate size multi-family district. Population, improvements and maintenance are all of a heterogeneous character. A “low yellow” grade is accorded.",Westmoreland Place 3rd - C-114 3/9/39,
Los Angeles,Los Angeles County,C115,C,Moderately N/A N/A,"Professional and business men, retired capitalists, etc. Income $2500-$5000 and up",Few None subversive,0,Said to be considerabel infiltration of Jewish families,80 10,"Apt. houses, bungalows courts and multi-family Old bungalows 9 to 10 rooms 10%","Concrete, brick and stucco N/A",12 years N/A,Good N/A,High N/A,None  N/A,Too much variation in improvements to give price range. N/A,N/A N/A N/A N/A,N/A N/A N/A N/A N/A,? N/A,? N/A,Too wide a range in size of units etc. to give price range. (See below) N/A,N/A N/A N/A N/A,N/A N/A N/A N/A N/A,Fair N/A,Static to downward N/A,"2 Multi-family, bungalow courts, no cost estimate Owner built",8,None known,3,4,None known,Ample,7-1938,52.8,"Terrain: Level, no construction hazards. Land improved 90%. Zoning: Unlimited residential. Conveniences all readily available. This area is over 40 years old and was originally a medium grade residential income improvements, with dwelling unit rentals ranging from $40 to $125. Improvements vary from bungalow courts to 10 story apartment buildings. Construction and maintenance are of good quality. Population and improvements, while somewhat at variance, are generally harmonious. Proximity to the far-famed Ambassador Hotel with its extensive and highly improved grounds and adjacency to the Wilshire Blvd. shopping district are favorable influences. The comparatively few remaining single-family dwellings are generally maintained in keeping with the neighborhood. The area is accorded a “medial yellow” grade.",Ambassador Hotel District 3rd C-115 3/9/39,
Los Angeles,Los Angeles County,C116,C,Moderately N/A N/A,"Professional and small business men, artisans and white collar workers. Income $1500-$3000",10 None subversive,0,None apparent,85 10,5 and 6 rooms 4-family flats,Frame and stucco Frame and stucco,11 years 7 years,Fair to good Fair to good,97% ?,50% ?,3500-4500 7000-10000,3750-4750 N/A 8000-10000 N/A,1939 3750-4750 N/A 7000-10000 N/A,Fair Fair,Static Static,30-40 30-40 per unit,"35-45 N/A 30-40 "" "" N/A","1939 35-45 N/A 30-40 "" "" N/A",Fair to good Fair,Static Static,"10 5 and 6 room $4500-$5500 Multi-family $11,000 Readily",1,Few,3,4,Few,Ample FHA,7-1938,52.7,"Terrain: Level to rolling with no construction hazards. Land improved 75%. Deed restrictions inadequate and poorly constructed, provide for single-family dwellings but permit multiple family dwellings in definite locations – said not being strictly enforced. Zoning: Single-family to multi-family. Conveniences all readily available. This subdivision was placed on the market during the past war period and is said to have been poorly handled form its inception. With the advent of FHA insured loans the area became quite active but demand has dropped off in past year. Construction and maintenance generally of good quality. Population not thought to be entirely homogeneous. Lack of uniformity of architectural design gives area a slightly heterogeneous aspect and diminishes appeal. La Ballona storm drain, which runs through area from east to west, constitutes a slight flood threat. Washington and Venice Blvds. are arterial thoroughfares and constitute traffic hazard. Mortgage institutions having loans in area report their experience as being fair to good. On this account and owing to general stability of neighborhood the area is accorded a “high yellow” grade.",Venice-Burnside District 3rd + C-116 3/10/39,
Los Angeles,Los Angeles County,C117,C,Slowly  ,"Professional & business men, skilled artisans & white collar workers. Income $1500-$3000","40 Polish, Russian & Armonian Jews",0,Increase of foregoing foreign element evident.,90 10,5 rooms Multi-family dwellings,Frame & stucco Frame & stucco,13 years 8 years,Fair to good Fair to good,98% ,40% ,2750-3500 ,3000-3750   ,1939 3000-3750   ,Fair ,Downward trend ,22.50-30.00 ,27.50-35.00   ,1939 27.50-35.00   ,Fair ,Downward trend ,70 5 rooms $3750-$4500 Readily,4,Few,3,36,Few,Ample (FHA),7-1938,52.7,"Terrain: Level to rolling, no construction hazards. Land improved 70%. Zoning varied from single to multi-family residential. Conveniences all available in most parts of area. Development of this area began over 25 years ago as a moderate priced area and has always been a popular residential district with the medial income class. Some 5 years ago an infiltration of Jewish families began and has been progressively increasing since and many foreign born Jewish people have become residents of the district and have proven a subversive influence. Construction and maintenance are of standard quality and without evident design or direction, type and style of improvements have been pleasingly uniform throughout most of the area, and there is a general indication of ""pride of ownership"". Owing to the increase in multiple family improvements during the past several years in some parts of the area is though that within the next several years a ro-survoy will result in a breakdown of the district into at least five or more areas. This district constitutes a most interesting study in trend of residential desirability and in setting up this ""far flung"" area it is realized that determination is being somewhat ""begged"". The area is in a ""state of flux"" and is assigned a provisional rating of ""low yellow"".",West Adams 3rd- C-117 3/13/39,
Los Angeles,Low Angeles County,C118,C,  Yes,"Professional & business men, executives, retired capitalists, etc. Income $6000 & up",0 ,0,None,95% 5,10 rooms & up 8 & 9 rooms,"Frame, stucco & masonry Frame, stucco & masonry",25 years 15 years,Excellent Excellent,99% ,80% ,6500 & up ,8000 & up   ,1939 8000 & up   ,Poor ,Static ,No basis ,for estimate.   ,Tenants are more like caretakers and rentals are largely on this basis.    , ,Static ,"3 8 to 10 rms. $10,000-$25,000 Buit by owners",5,Very few,3,3,Few,Limited,7-1938,52.7,"Terrain: Level with favorable grades and no construction hazards. Land improved 90%. Deed restrictions, largely expired but pattern of area definitely established. Zoning, single-family residential. Conveniences all readily available. This is one of those ""horse and buggy"" areas and many of the old mansions have commodious stables which have been converted into multi-unit garages. The district was originally semi-suburban in character, and has maintained its exclusiveness and dignity while being engulfed by a city which has grown more than tenfold since the area's first development. Many of the residences are still occupied by original owners or their decendants. Construction, maintenance and architectural designs are of excellent character. A homoegeneous population, spacious well kept grounds and harmonious improvements give the area a charm and dignity which is most appealing. 95% of the dwellings are of the ""town house"" or ""mansion type"". It is thought the area will remain static for at least 5 years before starting upon a definite decline. This area has all the fundamental qualifications of a first grade area but age and obsolescence preclude better than a ""high yellow"" designation.",Victoria Park Dist. 3rd + C-118 3/13/39,
Los Angeles,Los Angeles County,C119,C,Slowly  ,"Professional & small business men, skilled artisans & white collar workers. Income $1500-$3000",10 None thought to be subversive.,0,Threat of lower class population,60% 25,"5 & 6 rooms Apt. houses, bungalow cts. & multi-family","Frame Frame, stucco & brick",22 years 15 years,Fair Fair to good,97% ?,35% ?,2750-4500 Too varied,3000-5000 to estimate  ,1939 3000-5000   ,Poor Fair,Static Static,25-35 25-40,30-40 30-45  ,1939 30-40 30-45  ,Fair Fair,Static Static,10 2-4 family stucco $9000-$18000 Owner built,3,Few,2,8,Few,Limited,7-1938,52.7,"Terrain: Level, no construction hazards. Land improved 80%. No deed restrictions. Zoning, various, all residential. Conveniences all readily available. This has always been a medium price single family rental district and is now rapidly becoming a multiple family area. Area is spotted both as to type and size of improvements. Construction and maintenance are of fair quality. Population and improvement involved. Washington St. and Venice Blvd. are definite traffic hazards. Many multiple family dwellings of medium grade are scattered throughout. The area is definitely a ""low yellow"" grade.",3rd & Washington 3rd -  C-119 3/13/39,
Los Angeles,Los Angeles County,C120,C,N/A N/A Yes,"Professional and business men, executives and white collar workers and retired people. Income $3500 and up",0 N/A,0,None apparent,90 N/A,8 to 10 rooms N/A,"Frame, stucco and masonry N/A",25 years N/A,Fair to good N/A,98% N/A,45% N/A,3500-7000 N/A,4000-8000 N/A N/A N/A,1939 4000-8000 N/A N/A N/A,Poor N/A,Static N/A,30-60 N/A,35-65 N/A N/A N/A,1939 35-65 N/A N/A N/A,Fair N/A,Static N/A,0 N/A N/A,1,0,3,15,0,Limited,7-1938,52.8,"Terrain: Level, no construction hazards. Land improved 90%. Deed restrictions expiring – many parts still protected. Zoning, generally single-family all residential. Conveniences all readily available. This is an old high class neighborhood. Twenty years ago it would have been first grade; 10 years ago it would have been second grade; now in transition stage. Many homes still in original ownership. Construction is of high character; maintenance fair to good. Many parts have charm and appeal on account of broad well-shaded streets and large attractive grounds. Population and improvements still generally homogeneous. This area in transition period – should remain static for 5 years or more. Area is assigned a “medial yellow” grade.",Venice and Western 3rd C-120 3/13/39,
Los Angeles,Los Angeles County,C121,C,N/A N/A Yes,"Professional and business men, executives and retired capitalists. Income $6000 and up",0 N/A,0,None apparent,95 N/A,"10 rooms, up N/A","Frame, stucco and masonry N/A",25 years N/A,Good N/A,99% N/A,80% N/A,6000 and up N/A,7000 and up N/A N/A N/A,1939 7000 and up N/A N/A N/A,Poor N/A,Slowly downward N/A,50 and up N/A,60 and up N/A N/A N/A,1939 60 and up N/A N/A N/A,Fair N/A,Static N/A,0 N/A N/A,2,0,3,2,0,Limited,7-1938,52.8,"Terrain: Level to rolling, no construction hazards. Land improved 85%. Highly protective deed restrictions still affect large part of area. Zoning mainly single-family with multi-family permitted in parts. Conveniences all readily available. Between 1910 and 1925 this was the most exclusive district in Los Angeles. It is now similar in many respects to Area C-118 although on the whole less homogeneous both as to population and improvements. Berkeley Square, which is a very exclusive walled in part of area, is still one of the residential “show” spaces. Construction is of highest character and maintenance is beginning to be spotted. Population is still homogeneous – many original owners. Some large estates have been transformed into high class private schools. This area is now in period of transition but should remain static for ten years, after which it is difficult to predict a trend. The area is accorded a “high yellow” grade.",Berkeley Square District 3rd + C-121 3/13/39,
