city,holc_id,name,holc_grade,area_description
San Francisco,C7,NA,C," This area shares many of the topographical characteristics of the areas which border it (""A-4"", ""B-12"", and ""B-13""). It is occupied by professional and business men and ""white collar"" workers, having an income range of from $2,000 to $15,000. There are many beautiful single-family residences, both of the two-story and bungalow type, constructed of frame and stucco. This is particularly true of the northwest part of the area bordering ""A-4"", and if it were not for the predominance of apartments and multi-family dwellings, this section would have been made a part of ""B-12"". The situation described accounts for the break from ""green"" to ""yellow"", which occurs where this area adjoins ""A-4"". A small part of this area is situated on ""made"" ground formerly occupied by the 1915 Exposition. Improvements consist of three-story apartments and flats and two-story and bungalow type, single-family, frame and stucco, row dwellings. Many of the single-family residences have distinction and beauty. The single-family dwellings have a cost range of from $6,000 to $12,000, with a large percentage of owner-occupancy and practically no vacancies. In the southern part of the area the dwellings are older, some of them being 30 years or more. Maintenance, however, is of a high order. There is a modern, high-grade neighborhood business center running for four blocks along Chestnut Street, which adds to the convenience and attractiveness of the area. Schools, recreational areas, and transportation facilities are all available, and property in the district is readily marketable. The average age of improvements in the area is less than 15 years, and it is by no means ""definitely declining"". In fact, it is still developing, being not to exceed 90% built up. One possible derogatory feature lies in the fact that one of the approaches to the Golden Gate Bridge, which will soon be completed, runs through this area. While a ""C"" designation has been given, it should be understood that it is a ""high yellow"". Grading of this area was very difficult, and determination was finally made largely upon the preponderance of income property which it contains. The single block bordering the Presidio is the entrance to that military reservation. While some mortgagee institutions refuse to lend in this territory, they are in the minority, loans being usually eagerly sought for upon maximum terms. A standard six-room house in this area would have sold for $10,000 in 1929, $7,000 in 1933, and is currently selling for $8750. The same home would have rented for $95 in 1929, $70 in 1933, and $85 now."
San Francisco,C8,NA,C,"These 12 blocks occupy a level space immediately south of Fort Mason. The area is zoned second-residential and largely given over to flats and apartment houses. The single-family residences are of frame and stucco construction, approximately 15 years old, have a cost range of from $6,000 to $15,000, are occupied largely by ""white collar"" workers, professional and business men, with an income range of from $1800 to $6,000, and are 60% owner-occupied, with not to exceed 2% vacancy. The maintenance is good, and schools, parks, and transportation facilities are conveniently available. A standard six-room house in this area would have sold for $9500 in 1929, $6750 in 1933, and is currently selling for $8,000. The same home would have rented for $90 in 1929, $60 in 1933, and $75 now."
San Francisco,C9,NA,C,"This area of some 50-odd blocks occupies a slope of a hill which has its apex in Lafayette Park. Some of its slopes are quite purposes. The area is 95% built-up and has been developing for the past 40 or 50 years. Improvements consist of old residences, flats and apartment houses, many of which are new and of good quality. The single-family dwellings, which are all old and have a price range largely based on land value, are from $2,000 to $7500 and consist of two-story frame structures which are 70% owner-occupied with less than 4$ vacancies. The area is zoned second-residential and is occupied very largely by ""white collar"" workers. There are no racial concentrations at the present time, but there is a threat of infiltration in the southern part from adjacent areas. The area is spotted, but in its northern part the quality of maintenance is good. ""B-14"", which is completely surrounded by this area, lends it dignity, and Lafayette Park, which also lies within the area, adds to its attractiveness and affords a degree of protection. Schools, churches, and recreational areas are all conveniently available. Residential lending is largely confined to income property loans, and there is little lending on single-family dwellings. However, applications for such loans are treated with respect, and liberal terms accorded owing to the increasing value of land in the area. Due to this element of land value, a discussion of comparative values and rentals is not feasible and would be misleading."
San Francisco,C10,NA,C,"These 25 blocks are located in what is known as the Russian Hill District which takes its name from an eminence which rises irregularly from the shores of the Bay to an elevation of some 300 feet in the southern part of the area, the topography of the area being very much of an up-hill and down-dale character with some exceedingly steep slopes, particularly on the western and eastern borders. It is populated largely with business men and ""white-collar"" workers having income ranging from $2,000 to $10,000. There are no racial concentrations, although many Americans of Italian extraction reside here. The single-family residences which have a cost range of some $5,000 to $15,000 which have an average age of 25 years but are generally well-maintained, the type of construction being frame. The area is largely zoned second-residential with a little first-residential and a few quarter blocks zoned for business. The area is largely given over to flats and apartments. Single-family residences are 50% owner-occupied, and there are not to exceed 3% vacancies. It is surrounded on three sides by industrial and business districts, and a city reservoir is located in the northwest portion. It is served by two cable lines, and school facilities are convenient. Owing to its nearness to down-town districts, land values tend to make the single-family residential ownership burdensome. Residential loans are readily granted in this area but consideration is given the age and improvements and land values. Application for F. H. A. loans are quite readily approved upon liberal terms. A standard six-room house in this area would have sold for $8500 in 1929, $6000 in 1933, and is currently selling for $7000. The same home would have rented for $75 in 1929, $55 in 1933, and $65 now."
San Francisco,C11,NA,C,"This area occupies the slopes of Telegraphy Hill, which is 263 feet high and is surmounted by the Colt Memorial Tower which rises an additional 187 feet and constitutes the principal observation point in the city. The area was formerly occupied by fishermen and other members of the lower strata of society. In the last dozen years, however, artists, professional and business men, with incomes ranging from $3,000 to $10,000 have moved into the area and built homes costing from $8,000 to $20,000, and there has been an exodus of the lower class social elements. The area is now built-up with 50% of modern improvements. It is zoned second-residential and contains a number of small apartment houses and flats. The single-family residences are 75% owner-occupied, and there are practically no vacancies. There are no transportation facilities other than those provided by private automobiles, and school facilities are not conveniently located. A magnificent view, however, is obtained, and it has the added advantage of being very close to the down-town districts. The property in the district is in demand at increasing prices. The ""Renaissance of Telegraphy Hill"" emphasizes and illustrates what is taking place in a less pronounced degree in many San Francisco districts in what might be termed ""reviving areas"". This area is in no sense a declining one and has been a particularly hard one to grade owing to the mixed type of occupants and for the further reason that it is in a state of transition. It is given a ""high yellow"" designation with the thought that it may eventually develop into a higher grade. Residential loans in this district are eagerly sought by most of the mortgagee institutions and F. H. A. loans are made upon liberal terms. A standard six-room house in this area would have sold for $8500 in 1929, $7000 in 1933, and is currently selling for $8000. The same home would have rented for $90 in 1929, $70 in 1933 and $85 now."
San Francisco,C12,NA,C,"This area of some 35 blocks which joins Calvary Cemetery on two sides is approximately 90% built-up and is occupied largely by small business men, skilled laborers, ""white collar"" and service employee groups, with an incomes range of from $1500 to $3600. The district is 50 years old and is located upon the westerly slope of what is known as ""Lone Hill"". With the exception of a few business locations, it is zoned second-residential, and its improvements consist of a heterogeneous mixture of frame and stucco, detached and row single-family residences of various ages, together with a very large number of flats and apartment houses. The single-family dwellings are approximately 70% owner-occupied, and owing to its proximity to schools, transportation facilities, parks, and recreational areas, it has a very small percentage of vacancy, probably not to exceed 3%. The northeast portion of the area joins one of the heaviest racial concentrations in the city, and while non-existent in this area at the present time, there is an undoubted threat of infiltration in the future. Negotiations are said to be under way by a responsible group of the purchase of Calvary Cemetery for the purpose of sub-dividing it. Should this become an accomplished fact, it will have a very beneficial effect upon this area. This possibility has some bearing upon the grading of this area which is accorded a rating of ""low yellow"". Loan applications in this area are closely scrutinized and are usually made upon a very conservative basis. A standard six-room house in this area would have sold for $6500 in 1929, $4500 in 1933, and is currently selling for $550. The same home would have rented for $60 in 1929, $40 in 1933, and $50 now."
San Francisco,C13,NA,C,"The principal part of this area of some 25 blocks is situated between Golden Gate Park and Buena Vista Park and lies largely upon rolling territory having some 200 to 300 feet elevation. It is 100% developed and is inhabited by skilled laborers, small business men, higher service group employees, and ""white collar"" workers, having an income range of from $1800 to $4,000. There are no racial concentrations in the district, and the possibility of such condition is considered remote. The area is zoned second-residential, and improvements consist of row and detached residences, flats, and apartments. The area is from 25 to 40 years of age, and the single-family residences, which are largely constructed of frame have a value of from $4,000 to $8,000, range in age from 15 to 40 years, and show a fair degree of maintenance. The area is zoned second-residential and has an owner occupancy of 75% with little or no existing vacancies. It is conveniently located to schools of all grades, has excellent transportation facilities, and is adjacent to two parks. Practically all mortgagee institutions will make loans in this area but usually upon a very restricted basis. A standard six-room house in this area would have sold for $6500 in 1929, $4500 in 1933, and is currently selling for $5500. The same home would have rented for $60 in 1929, $40 in 1933, and $50 now."
San Francisco,C14,NA,C,"This area of 16 blocks surrounding Alamo Square occupies a little stretch of territory having an elevation of some 200 feet. It is inhabited by business men, ""white collar"" workers, and some professional men, having incomes ranging from $2,000 to $5,000. The area has no racial concentration, and white it is surrounded by lower-grade areas, it is somewhat protected by reason of its greater height and further fact that it is 100% built-up with an older but higher-type of improvements. The area is zoned second-residential and contains some apartments and flats; however, improvements consist mainly of single-family residences of frame construction, ranging in age from 35 to 50 years and having a value of from $4,000 to $10,000. These residences are 80% owner-occupied with only a 2% vacancy. Schools, playgrounds, and parks are conveniently available, and transportation facilities are the best. Maintenance in the area indicates pride of ownership. There is a shopping district extending through the area on Divisadero Street. Land values are governing factor in loans made in this area. However, most institutions give favorable consideration to applications but upon restricted terms. A standard six-room house in this area would have sold for $7000 in 1929, #4250 in 1933, and is currently selling for $5500. The same home would have rented for $65 in 1929, $45 in 1933, and $55 now."
San Francisco,C15,NA,C,"This area lies in the western end of the Sunset District and has a rolling topography. It is largely inhabited by ""white collar"" workers, and skilled and semi-skilled laborers having an income range of from $1500 to $2500. The area is free from undesirable racial conditions and any threat along this line is considered remote. The development of part of this area has been extremely heterogeneous; this applies particularly to the older dwellings. There is considerably new development taking place at the present time which is of a higher order than existing construction. The district is approximately 50% improved with small homes having a cost range of from $3500 to $5000, the ages of which range from new to 30 years old. Five and six-room frame and stucco row and detached bungalows are the predominant type of new construction. The area is zoned second-residential, and while there are none at present, there is a threat of multi-family dwellings and apartments. There is a 90% owner-occupancy in the area, and there are few, if any vacancies. The primary schools are available, but high school facilities are distant. Transportation facilities are considered only fair. There is an attractive view of the Pacific Ocean, and it adjoins Golden Gate Park on the south. There is said to be a steady demand for residences in this section, and improvement is going on rapidly. There is, however, a grave question as to the quality of the construction, and it is believed that the district is promotional and the houses are being built to sell. F. H. A. loan applications are readily approved and most of the loans are for new construction have been of this type. A standard six-room house in this area would have sold for $6500 in 1929, $4000 in 1933, and is currently selling for $5000. The same home would have rented for $65 in 1929, $40 in 1933, and $50 now."
San Francisco,C16,NA,C,"This area of 49 blocks, laying along the south side of Golden Gate Park at the beginning of what is known as the Sunset Section, is admirably suited for residential construction. It rises gradually from an elevation of 225 feet at its western boundary to some 325 feet in its eastern part. Its topography is generally rolling without any steep slopes or bluffs. Its inhabitants consist largely of small business men, skilled artisans, ""white collar"" and service workers, having incomes ranging from $1500 to $3600. There are no racial concentrations in the area, and it is not believed that there is any immediate threat of the infiltration of foreign elements. The development of the area, which began some 30 years ago, has been heterogeneous in the extreme, and while the improvements consist largely of single-family residences of mixed types, having a cost range of from $4,000 to $6,000, there are also numerous apartment houses and flats. The area is zoned second-residential, but as will be seen from the map, there is quite a business district in the area. In many parts obsolescence is very much in evidence, and maintenance in the whole area is below par. It is a definitely declining area, and owner-occupancy is lower here than in most other sections of the city, being not to exceed 35% with about 4% vacancy in the single-family residences. It is ideally located, transportation facilities are good, schools of all grades are in close proximity, and it abuts Golden Gate Park. There are no detrimental influences. The area is practically 95% built-up, and it is believed that it will gradually be given over to moderate-priced apartments and flats. Owing to its decling tendencies, great care is exercised in making loans in the area, and they are usually made upon a quite restricted basis. A standard six-room house in this area would have sold for $7500 in 1929, $4,000 in 1933, and is currently selling for $6250. The same home would have rented for $70 in 1929, $40 in 1933, and $60 now."
San Francisco,C17,NA,C,"This area of some 25 blocks is located in a fan-shaped pocket between Golden Gate Heights and Mt. Sutro. It reaches an elevation of some 500 feet in its southern part and is inclined to be hilly. The topography, however, is generally favorable to residential construction, although there are a few steep slopes and bluffs in the southern part of the area. The northern part, with an elevation of 250 feet, is comparatively smooth. The residents consist largely of business and professional men, junior executives, and better-paid ""white collar"" workers, having an income range of from $1800 to $4,000 a year. There are no racial concentrations, and the danger of infiltration of foreign elements is remote. As a whole, maintenance shows a fair degree of pride of ownership. The district is from 15 to 35 years old and has gradually developed during that period until it is now 85% built-up, the improvements consisting largely of single-family detached and row houses and bungalows of various architectural designs and types of construction. A few blocks are zoned first-residential, but the zoning is mainly second-residential, although there are but few apartment houses in the area and not a great many flats. There is 85% to 90% owner-occupancy and vacancies do not exceed 2%. There is, of course, a threat of more flats and apartments being built in the area, but it is believed that it will continue to be preponderantly a single-family residential area. Schools of all grades, transportation facilities, and recreational areas are all conveniently available, and there are no detrimental influences. This area might almost be graded a ""low blue"" were it not for the considerable amount of obsolescence discernible. Loan applications in the area are favorably received by all mortgagee institutions and loans in many cases are made upon maximum terms. A standard six-room house in this area would have sold for $8000 in 1929, 44500 in 1933, and is currently selling for $6500. The same home would have rented for $75 in 1929, $45 in 1933, and $65 now."
San Francisco,C18,NA,C,"This area, consisting of some 85 blocks, is approximately 50% built-up. Its topography runs from level in the northern portion to hills in the southern part but without steep slopes or bluffs. It is occupied largely by skilled artisans, ""white-collar"" and factory workers, having incomes ranging from $1200 to $2400 a year. There are no racial concentrations, and if there is any such threat, it is remote. Improvements consist of single-family, frame, shingle, and stucco houses and bungalows of varying styles and ages, its development being of a heterogeneous character. The district has been slowly developing over the past 35 years, and the houses have a cost range of from $2500 to $5500. It is zoned first-residential with an 85% owner-occupancy. Schools or all grades, transportation facilities, parks, and playgrounds are all conveniently available. Owing to its remoteness, there is a degree of sales resistance to property in this area. New construction in the area which is limited in extent is of a higher order than existing improvements, and this is an indication that in time this area may reach a higher grade. There is a tendency upon the part of mortgagee institutions to stiffen the terms on loans made in the area. However, the F. H. A. loans have been approved for 80% of appraised value and for 20 year periods. A standard six-room house in this area would have sold for $5500 in 1929, $3000 in 1933, and is currently selling for $4000. The same home would have rented for $50 in 1929, $25 in 1933, and $35 now. "
San Francisco,C19,NA,C,"This area is comprised of 25 blocks and is approximately 75% built-up. The topography is comparatively level, hills surrounding the area on three sides and lending charm to the location. The inhabitants are largely ""white collar"" workers, skilled artisans, and higher service groups, having a range of income from $1500 to $3000. There are not racial concentrations at present, and the possibility of infiltration in the future is remote. A high degree of maintenance is evidenced, and the improvements range in cost from $3500 to $8000. The district is 35 years old and still developing, the average age of the improvements being 15 years. The type of construction is somewhat heterogeneous, consisting largely of single-family, row and detached, stucco and frame bungalows and two-story houses, with a few apartment houses in the northern part. There is a 70% owner-occupancy with about 2% vacancies. Schools, transportation facilities, parks, and recreational areas are all conveniently available, no detrimental influences are apparent, and climatic conditions are good. This area is graded a ""high yellow"". Loans are eagerly sought in this area and in many cases are made upon maximum terms. A standard six-room house in this area would have sold for $7000 in 1929, $4500 in 1933, and is currently selling for $6250. The same home would have rented for $65 in 1929, $42.50 in 1933, and $57.50 now."
San Francisco,C20,NA,C,"The 40 blocks in this area are approximately 70% built-up and are of a hilly topography with steep slopes and bluffs, which condition has been minimized by the platting. Many of the inhabitants area of Irish descent and are occupied as ""white collar"" workers, skilled and semi-skilled laborers, and city employees, with an income range of $1500 to $3000. There are no unfavorable racial conditions nor likelihood of such concentration in the future. Portions of the area show a fair degree of maintenance, but the development is inharmonious, construction consisting of single and multi-family houses and flats of many types and materials. The district is more than 50 years old, and the improvements average in age from 25 to 30 years and have a cost range of $3000 to $7,000. The area is zoned second-residential, and there is an 80% owner-occupancy, with approximately 2% vacancies. A primary school is convenient, but high-school facilities are at some distance, and transportation facilities are only fair. Parks and recreational areas are available, however, and there is a favorable climatic condition. Loans upon favorable terms are readily accorded by most of the institutions of the city. A standard six-room house in this area would have sold for $6,000 in 1929, $4,000 in 1933, and is currently selling for $5,000. The same home would have rented for $57.50 in 1929, $40 in 1933, and $47.50 now."
San Francisco,C21,NA,C,"This area, consisting of 43 odd blocks, is 80% to 85% built-up, and has a generally undulating topography, sloping toward the south, with some slopes and low bluffs in the northern part. The inhabitants consist of ""white collar"" workers, skilled and semi-skilled laborers, truck drivers, etc., with an average income of from $1500 to $2500. There are no racial concentrations, and it does not appear likely that there will be in the future. Maintenance in the area is just fair and spotted. The improvements consist of small frame and frame and stucco, detached, single-family houses bungalows, with a cost range of $3500 to $5,000 and an average age of 12 years. The area is zoned first-residential, with a strip along Monterey Boulevard zoned for business, and the homes are 80% owner-occupied, with 2% vacancies. Schools, transportation facilities, parks, and recreational areas are all conveniently available, and climatic conditions are favorable. Practically all mortgagee institutions lend in this area but are inclined to be stringent in their terms. A standard six-room house in this area would have sold for $5500 in 1929, $3000 in 1933, and is currently selling for $3750. The same home would have rented for $50 in 1929, $27.50 in 1933, and $37.50 now."
San Francisco,C22,NA,C,"This area contains 80 some-odd blocks, and the topography is level with a slightly rolling tendency. The inhabitants consist of ""white collar"" workers, business men and skilled laborers, having an income range of $1500 to $3600. There are no racial concentrations, nor do any appear likely, and the maintenance is generally good but inclined to be spotted. The dwellings are row and detached houses and bungalows, with a cost range of $3500 to $7500, an average age of 12 years, and of frame and frame and stucco construction. The area is zoned first-residential, with a little business along Mission Street, and the homes are 85% owner-occupied with 2% vacancies. Schools of all grades are within the district, transportation facilities are excellent, and parks and recreational areas are adjacent. A Southern Pacific Railroad spur-track borders a part of the area, which constitutes a detrimental influence to the property immediately abutting it. Climatic conditions are good, this being one of the sunshine areas. There is a fair demand for property in this area, and practically all mortgagee institutions are making loans upon liberal terms. A standard six-room house in this area would have sold for $6500 in 1929, $4250 in 1933, and is currently selling for $5500. The same home would have rented for $60 in 1939, $37.50 in 1933, and $50 now. "
San Francisco,C23,NA,C,"This area contains some 35 blocks which are 95% built-up, and the topography is generally level with a slightly rolling tendency. The inhabitants are largely ""white collar"" workers, and skilled artisans, with an income range of $1200 to $2400. There are no racial problems here, and the maintenance shows a fair degree of pride of ownership. The improvements consist mostly of row detached single-family dwellings of frame and stucco, having a cost range of $2500 to $5000 and an average age of 12 years. The area is zoned first-residential, with a little business along Mission Street, and the homes are 80% owner-occupied with not to exceed 3% vacancies. Schools, transportation facilities, parks, and recreational areas are all conveniently available, and the only detrimental influence is its distance from the city center. Climatic conditions are good. F. H. A. Title II loans have been made in the area upon maximum terms, but mortgagee institutions generally on other loans modify their terms. A standard six-room house in this area would have sold for $5500 in 1929, $3750 in 1933, and is currently selling for $4750. The same home would have rented for $52.50 in 1929, $35 in 1933, and $45 now. "
San Francisco,C24,NA,C,"This area containing some 35 blocks is hilly with steep slopes and bluffs in the western part, this condition having been minimized and partially overcome by platting. On its lower levels the area is from 85 to 90% built-up, but there are approximately 10 unimproved blocks located on the crest of the rise. The inhabitants consist of small business men, ""white collar"" workers, artisans, and city employees, with a range of income from $1200 to $3000. There are no racial concentrations at present, and but slight threat of future infiltration. Maintenance is spotted and shows only a fair degree of pride of ownership. The improvements are single and multi-family dwellings of all types and kinds, the eastern part of the area being given over quite largely to old middle-class apartment houses and flats. The homes have a cost range of $3,000 to $7,000, and an average age of 25 years, the district being from 40 to 50 years old. The area is zoned second-residential with some business along Market Street, and the single-family homes are 70% owner-occupied with not to exceed 3% vacancies. Schools, transportation facilities, parks, and recreational areas are all conveniently available, and there are no detrimental influences. There is some view property in the western portion of the area. As a whole, t he development is inharmonious, and the area is graded a ""low yellow"". Loans are made in the area by mortgagee institutions upon variously modified terms which are governed quite largely by the individual making the loan application. A standard six-room house in this area would have sold for $5000 in 1929, $3000 in 1933, and is currently selling for $4000. The same home would have rented for $50 in 1929, $27.50 in 1933, and $40 now."
San Francisco,C25,NA,C,"The topography of these 80 odd-blocks, which are approximately 95% built-up, is generally sloping from west to east. The inhabitants, chiefly ""white collar"" workers and laborers of the artisan type, have an income range of $1200 to $3600 and the homes of many policemen and firemen are located here. The area is very heavily populated by families of Irish extraction, and there are no unfavorable racial concentrations at present, the threat of foreign infiltration existing in the northern part only. The maintenance evidences generally good pride of ownership, although somewhat spotted. This area has been heterogeneously developing over the past 50 years, and the northeastern part is very generally given over to apartments and flats, the improvements in the rest of the area consisting largely of single-family frame and stucco houses and bungalows. The cost range of dwellings when new in this area is from $3000 to $6500, and the zoning is second-residential with some business. Homes are 80% owner-occupied with 3% vacancies. Schools, transportation facilities, parks and recreational areas are all conveniently available, and there are not detrimental influences. This area is located in the heart of the old Mission District, which has the most equitable climate in the city, and there is always a stable demand for property. Mortgages in this area are in demand by all the mortgagee institutions of the City and in many cases maximum terms are accorded. A standard six-room house in this area would have sold for $6000 in 1929, $4000 in 1933, and is currently selling for $5000. The same home would have rented for $52.50 in 1929, $37.50 in 1933, and $47.50 now."
San Francisco,C26,NA,C,"This area, consisting of some 100 blocks is 75% to 80% built-up, and the topography is undulating, sloping generally from west to east. The inhabitants are, for the most part, ""white collar"" and factory workers, laborers, and city employees, having an income range of $1200 to $3,000. Unwholesome racial infiltrations and concentrations are apparently remote, and a fair degree of upkeep and maintenance is shown. There has been an intermittent development over the past 50 years, and the improvements have an average age of 30 years and a cost range of from $3,000 to $7,000. The area is zoned second-residential, with some business zoning, and dwellings consist of various types and kinds of single and multi-family houses, flats, and apartments, some shops and markets being located where zoning permits. The single-family homes are approximately 75% owner-occupied, with a 2% vacancy. Schools of all grades, transportation facilities, parks, and recreational areas are all conveniently available, and the climate is equitable. All mortgagee institutions are quite liberal in terms accorded on residential security in a large part of this area, and loans are in popular demand. A standard six-room house in this area would have sold for $5500 in 1929, $3750 in 1933, and is currently selling for $4750. The same home would have rented for $50 in 1929, $32,50 in 1933, and $45 now."
San Francisco,C27,NA,C,"This area of some 20 blocks is approximately 70% built-up and has a generally level topography, sloping slightly to the east. The inhabitants consist of ""white collar"" and factory workers, laborers, and service group workers, having a range of income of from $1500 to $2400. Unfavorable racial conditions appear to be remote, and maintenance shows a fair degree of pride of ownership. The improvements consist of modest single-family, frame and stucco houses and bungalows and a few older multi-family dwellings to the east having a cost range of from $3500 to $5000 and an average age of seven years. The area is zoned first-residential, and residences are 85% owner-occupied, with 2% vacancies. There is evidence of increasing demand for property in this area, which has equitable climatic conditions, and the available conveniences of schools, transportation facilities, parks, and recreational areas. An industrial area is located nearby. There are several mortgagee institutions which do not include this area in their lending territory, however, a majority of them do, but terms are generally upon a restricted basis. A standard six-room house in this area would have sold for $6000 in 1929, $4000 in 1933, and is currently selling for $5000. The same home would have rented for $55 in 1929, $37.50 in 1933, and $45 now."
San Francisco,C28,NA,C,"This area, which consists of 41 blocks and is 75% built-up, has the same general topography as ""C-27"" and is also occupied by ""white collar"" and factory workers, laborers, and service group workers with an income range of from $1200 to $2400. A fair degree of pride of ownership is in evidence, and there are no unfavorable racial conditions. The area is zoned first-residential, and modest single-family frame and stucco houses and bungalows predominate, with some multi-family dwellings. The district is 30 years old, and the improvements have an average age of 10 to 20 years and a cost range of from $2500 to $5,000. Single-family homes are 80% owner-occupied, and 2% vacant. This area is located near the industrial section. There is a recreational park within the area, and a parked city reservoir and the proposed McLaren Park are adjacent. Schools of all grades, transportation facilities, parks and recreational areas are all conveniently available, and the climate is equitable. There appears to be an increasing demand for property in this area. While a few mortgagee institutions do not include this area in their lending territory on account of its location, generally speaking it is well considered and loans are made freely upon fairly liberal terms. A standard six-room house in this area would have sold in $6,000 in 1929, $4000 in 1933, and is currently selling for $5000. The same home would have rented for $55 in 1929, $37.50 in 1933, and $45 now."
San Francisco,C29,NA,C,"This area. consisting of 13 blocks, is 70% built-up and has a generally level topography which slopes gently to the Southwest. The inhabitants are largely ""white collar"" workers, skilled laborers, artisans, and factory workers with a $1500 to $2500 range of income. There are no racial problems at present, and the threat of foreign infiltration is remote. A good quality of maintenance is evidenced. This area, which has been developed during the past eight years, is improved by single-family, row and detached, frame and stucco, five and six-room houses and bungalows, with a cost range of $3000 to $4000. It is zoned first residential, and the homes are 90% owned and 2% vacant. School facilities are not favorable, there being no high school within walking distance; transportation is also only fair, and parks, recreational areas, etc. are available but not convenient. The railroad shops and industrial section which join the area on the south may also be considered detrimental influences. Topographic and climatic conditions are excellent. The grading for this area is ""high yellow"" as it is believed that it is only a matter of time before the inconveniences mentioned will be overcome and the area's natural advantages will advance its grading possibly to a ""low blue"". Many mortgagee institutions will not lend in this district on account of its lack of conveniences; some institutions, however, look favorably upon the district and are inclined to be liberally in their terms, particularly in the matter of maturities. A standard six-room house in this area would have sold for $5500 in 1929, $3750 in 1933, and is currently selling for $4250. The same home would have rented for $50 in 1929, $35 in 1933, and $42.50 now."
San Francisco,C30,NA,C,"This area, consisting of 30 blocks which are 60% built-up, is fairly level with a gentle slope from north to south. The inhabitants are principally ""white collar"" and factory workers, and artisans, having an income range of from $1200 to $2400. There are no racial problems at present, nor any indications of any in future years. Maintenance in the area ranges from fair to good. Development began in this area over 35 years ago and has been intermittently active ever since. The dwellings are of various types and styles, four and five-room cottages predominating, and the cost range is from $2500 to $5,000. Homes average in age about 50% new and 50% old, ranging from new to 35 years. The area is zoned first-residential, and there is an 80% owner-occupancy, with 2% vacancies. Primary grade schools are conveniently located, but the high school is distant. Transportation facilities are fair. The area adjoins the industrial section, and parks, recreational areas, etc. are not conveniently  available. Climatic conditions are, however, excellent. While some mortgagee institutions do not include this area in their lending territory, a majority will lend readily upon somewhat modified terms. Officials of a Federal Savings and Loan Association which is located on Third Street adjacent to the area state that applications for loans are favorably considered, but that demand is very limited. A standard six-room house in this area in their lending territory, a majority will lend readily upon somewhat modified terms. Officials of a Federal Savings and Loan Association which is located on Third Street adjacent to the area state that applications for loans are favorably considered, but that demand is very limited. A standard six-room house in this area would have sold for $5500 in 1929, $3750 in 1933, and is currently selling for $4250. The same home would have rented for $50 in 1929, $35 in 1933, and $42.50 now."
San Francisco,D1,NA,D,"This area of some 20 blocks occupies a comparatively level section which is inhabited by semi-skilled laborers, low-wage ""white collar"" workers, and service group employees, with incomes ranging from $1,000 to $2,000. There is a decided concentration of undesirable racial elements. More than half the Negro population of San Francisco are located here, and it is considered a highly hazardous area. It is zoned second-residential with considerable provision for business, and is largely given over to old apartments and flats some of which show a high degree of obsolescence. The single-family residences had a cost range when new of from $3500 to $7,000 and consist mainly of frame structures having an average age of from 30 to 50 years. It is approximately 40% owner-occupied, but very little pride of ownership is exhibited. Vacancies are numerous, being not less than 10%. There is quite an extensive business district along Divisadero Street which constitutes the area's eastern boundary. Schools and transportation facilities are conveniently available, and many parks and recreational areas are close by. Property in the area is not readily saleable, and assessed value of lands is so high that is constitutes a distinct burden to the home owners. It is felt that when and if Laurel Hill Cemetery is sub-divided and developed, the western portion of this area may be favorably affected. Only one mortgagee institution was found that would accept applications for loans in this area and it did so largely as a matter of principle, officials stating that loans would only be made upon extremely modified terms. A standard six-room house in this area would have sold for $5000 in 1929, $2500 in 1933, and is currently selling for $3500. The same home would have rented for $45 in 1929, $22.50 in 1933, and $32.50 now."
San Francisco,D2,NA,D,"This area of 36 blocks occupies a level section surrounding the Golden Gate Park ""Panhandle"". It is zoned second-residential and business, and is very largely given over to small apartment houses and flats, many of them with stores occupying the first floor. There are, however, a goodly number of old single-family residences which were at one time occupied by higher income business people and professional men. These are now largely owned and tenanted by small business men, ""white collar"" workers, and skilled artisans having incomes of from $1200 to $3,000. On account of age there is a possible threat of an infiltration of inharmonious racial elements. However, no concentrations exist at the present time. The single-family residences had a cost when new of from $4,000 to $10,000, and consist largely of frame construction. The area is 95% built-up, and the single-family residences are 80% owner-occupied with not to exceed 3% vacancies. Owing to its convenience to schools, transportation facilities, parks, and recreational area, there is a fair demand for property in this area. The area is very spotted and one or two blocks might be classified as ""high yellow"". Land values have a tendency to increase the burden of ownership of single-family residences. This area has distinct possibilities as a medium to a high-grade apartment house district. Mortgagee institutions are inclined to be quite conservative about making loans on one to four-family residential units, and several officials stated that they would not consider loans on single-family residences in the area. When such loans are made they are largely based upon land value. A standard six-room house in this area would have sold for $6,000 in 1929, $3750 in 1933, and is currently selling for $4750. The same home would have rented for $60 in 1929, $37.50 in 1933, and $47.50 now."
